FlightDate,CRSDepTime,WeatherDelay,Cancelled,CancellationCode,Reporting_Airline,CancelledWeather,Origin_Airport,date,datetime
2010-01-01,600.0,0.0,False,,OO,False,ABQ,2010-01-01,2010-01-01 06:00:00
2010-01-01,605.0,0.0,False,,OO,False,ABQ,2010-01-01,2010-01-01 06:05:00
2010-01-01,615.0,0.0,False,,YV,False,ABQ,2010-01-01,2010-01-01 06:15:00
2010-01-01,630.0,0.0,False,,CO,False,ABQ,2010-01-01,2010-01-01 06:30:00
2010-01-01,645.0,0.0,False,,UA,False,ABQ,2010-01-01,2010-01-01 06:45:00
2010-01-01,710.0,0.0,False,,AA,False,ABQ,2010-01-01,2010-01-01 07:10:00
2010-01-01,745.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 07:45:00
2010-01-01,750.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 07:50:00
2010-01-01,800.0,0.0,False,,MQ,False,ABQ,2010-01-01,2010-01-01 08:00:00
2010-01-01,805.0,0.0,False,,DL,False,ABQ,2010-01-01,2010-01-01 08:05:00
2010-01-01,805.0,0.0,False,,UA,False,ABQ,2010-01-01,2010-01-01 08:05:00
2010-01-01,805.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 08:05:00
2010-01-01,810.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 08:10:00
2010-01-01,815.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 08:15:00
2010-01-01,820.0,0.0,False,,DL,False,ABQ,2010-01-01,2010-01-01 08:20:00
2010-01-01,840.0,0.0,False,,OO,False,ABQ,2010-01-01,2010-01-01 08:40:00
2010-01-01,840.0,0.0,False,,US,False,ABQ,2010-01-01,2010-01-01 08:40:00
2010-01-01,840.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 08:40:00
2010-01-01,850.0,0.0,False,,XE,False,ABQ,2010-01-01,2010-01-01 08:50:00
2010-01-01,900.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 09:00:00
2010-01-01,905.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 09:05:00
2010-01-01,905.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 09:05:00
2010-01-01,910.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 09:10:00
2010-01-01,925.0,0.0,False,,AA,False,ABQ,2010-01-01,2010-01-01 09:25:00
2010-01-01,940.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 09:40:00
2010-01-01,1020.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 10:20:00
2010-01-01,1020.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 10:20:00
2010-01-01,1025.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 10:25:00
2010-01-01,1045.0,0.0,False,,XE,False,ABQ,2010-01-01,2010-01-01 10:45:00
2010-01-01,1050.0,0.0,False,,AA,False,ABQ,2010-01-01,2010-01-01 10:50:00
2010-01-01,1050.0,0.0,False,,OO,False,ABQ,2010-01-01,2010-01-01 10:50:00
2010-01-01,1125.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 11:25:00
2010-01-01,1135.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 11:35:00
2010-01-01,1150.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 11:50:00
2010-01-01,1200.0,0.0,False,,XE,False,ABQ,2010-01-01,2010-01-01 12:00:00
2010-01-01,1210.0,0.0,False,,AA,False,ABQ,2010-01-01,2010-01-01 12:10:00
2010-01-01,1215.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 12:15:00
2010-01-01,1220.0,0.0,False,,YV,False,ABQ,2010-01-01,2010-01-01 12:20:00
2010-01-01,1240.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 12:40:00
2010-01-01,1300.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 13:00:00
2010-01-01,1302.0,0.0,False,,OO,False,ABQ,2010-01-01,2010-01-01 13:02:00
2010-01-01,1305.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 13:05:00
2010-01-01,1305.0,0.0,False,,MQ,False,ABQ,2010-01-01,2010-01-01 13:05:00
2010-01-01,1322.0,0.0,False,,DL,False,ABQ,2010-01-01,2010-01-01 13:22:00
2010-01-01,1325.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 13:25:00
2010-01-01,1330.0,0.0,False,,XE,False,ABQ,2010-01-01,2010-01-01 13:30:00
2010-01-01,1340.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 13:40:00
2010-01-01,1355.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 13:55:00
2010-01-01,1410.0,0.0,False,,DL,False,ABQ,2010-01-01,2010-01-01 14:10:00
2010-01-01,1420.0,0.0,False,,OO,False,ABQ,2010-01-01,2010-01-01 14:20:00
2010-01-01,1425.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 14:25:00
2010-01-01,1430.0,0.0,False,,AA,False,ABQ,2010-01-01,2010-01-01 14:30:00
2010-01-01,1430.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 14:30:00
2010-01-01,1435.0,0.0,False,,XE,False,ABQ,2010-01-01,2010-01-01 14:35:00
2010-01-01,1438.0,0.0,False,,US,False,ABQ,2010-01-01,2010-01-01 14:38:00
2010-01-01,1445.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 14:45:00
2010-01-01,1500.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 15:00:00
2010-01-01,1545.0,0.0,False,,AA,False,ABQ,2010-01-01,2010-01-01 15:45:00
2010-01-01,1600.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 16:00:00
2010-01-01,1602.0,0.0,False,,XE,False,ABQ,2010-01-01,2010-01-01 16:02:00
2010-01-01,1620.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 16:20:00
2010-01-01,1625.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 16:25:00
2010-01-01,1630.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 16:30:00
2010-01-01,1640.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 16:40:00
2010-01-01,1648.0,0.0,False,,OO,False,ABQ,2010-01-01,2010-01-01 16:48:00
2010-01-01,1654.0,0.0,False,,OO,False,ABQ,2010-01-01,2010-01-01 16:54:00
2010-01-01,1700.0,0.0,False,,OO,False,ABQ,2010-01-01,2010-01-01 17:00:00
2010-01-01,1705.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 17:05:00
2010-01-01,1720.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 17:20:00
2010-01-01,1725.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 17:25:00
2010-01-01,1730.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 17:30:00
2010-01-01,1755.0,0.0,False,,AA,False,ABQ,2010-01-01,2010-01-01 17:55:00
2010-01-01,1810.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 18:10:00
2010-01-01,1820.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 18:20:00
2010-01-01,1832.0,0.0,False,,OO,False,ABQ,2010-01-01,2010-01-01 18:32:00
2010-01-01,1845.0,0.0,False,,YV,False,ABQ,2010-01-01,2010-01-01 18:45:00
2010-01-01,1955.0,0.0,False,,WN,False,ABQ,2010-01-01,2010-01-01 19:55:00
2010-01-01,2015.0,0.0,False,,OO,False,ABQ,2010-01-01,2010-01-01 20:15:00
2010-01-02,600.0,0.0,False,,AA,False,ABQ,2010-01-02,2010-01-02 06:00:00
2010-01-02,600.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 06:00:00
2010-01-02,605.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 06:05:00
2010-01-02,615.0,0.0,False,,DL,False,ABQ,2010-01-02,2010-01-02 06:15:00
2010-01-02,615.0,0.0,False,,YV,False,ABQ,2010-01-02,2010-01-02 06:15:00
2010-01-02,630.0,0.0,False,,CO,False,ABQ,2010-01-02,2010-01-02 06:30:00
2010-01-02,640.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 06:40:00
2010-01-02,655.0,0.0,False,,UA,False,ABQ,2010-01-02,2010-01-02 06:55:00
2010-01-02,655.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 06:55:00
2010-01-02,705.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 07:05:00
2010-01-02,705.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 07:05:00
2010-01-02,710.0,0.0,False,,AA,False,ABQ,2010-01-02,2010-01-02 07:10:00
2010-01-02,720.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 07:20:00
2010-01-02,735.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 07:35:00
2010-01-02,800.0,0.0,False,,MQ,False,ABQ,2010-01-02,2010-01-02 08:00:00
2010-01-02,805.0,0.0,False,,DL,False,ABQ,2010-01-02,2010-01-02 08:05:00
2010-01-02,805.0,0.0,False,,UA,False,ABQ,2010-01-02,2010-01-02 08:05:00
2010-01-02,805.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 08:05:00
2010-01-02,810.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 08:10:00
2010-01-02,820.0,0.0,False,,DL,False,ABQ,2010-01-02,2010-01-02 08:20:00
2010-01-02,825.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 08:25:00
2010-01-02,835.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 08:35:00
2010-01-02,835.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 08:35:00
2010-01-02,840.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 08:40:00
2010-01-02,840.0,0.0,False,,US,False,ABQ,2010-01-02,2010-01-02 08:40:00
2010-01-02,840.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 08:40:00
2010-01-02,850.0,0.0,False,,XE,False,ABQ,2010-01-02,2010-01-02 08:50:00
2010-01-02,910.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 09:10:00
2010-01-02,920.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 09:20:00
2010-01-02,925.0,0.0,False,,AA,False,ABQ,2010-01-02,2010-01-02 09:25:00
2010-01-02,935.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 09:35:00
2010-01-02,1013.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 10:13:00
2010-01-02,1015.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 10:15:00
2010-01-02,1020.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 10:20:00
2010-01-02,1040.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 10:40:00
2010-01-02,1045.0,0.0,False,,XE,False,ABQ,2010-01-02,2010-01-02 10:45:00
2010-01-02,1050.0,0.0,False,,AA,False,ABQ,2010-01-02,2010-01-02 10:50:00
2010-01-02,1050.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 10:50:00
2010-01-02,1052.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 10:52:00
2010-01-02,1055.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 10:55:00
2010-01-02,1130.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 11:30:00
2010-01-02,1135.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 11:35:00
2010-01-02,1140.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 11:40:00
2010-01-02,1145.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 11:45:00
2010-01-02,1200.0,0.0,False,,XE,False,ABQ,2010-01-02,2010-01-02 12:00:00
2010-01-02,1205.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 12:05:00
2010-01-02,1210.0,0.0,False,,AA,False,ABQ,2010-01-02,2010-01-02 12:10:00
2010-01-02,1220.0,0.0,False,,YV,False,ABQ,2010-01-02,2010-01-02 12:20:00
2010-01-02,1255.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 12:55:00
2010-01-02,1305.0,0.0,False,,MQ,False,ABQ,2010-01-02,2010-01-02 13:05:00
2010-01-02,1306.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 13:06:00
2010-01-02,1310.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 13:10:00
2010-01-02,1315.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 13:15:00
2010-01-02,1322.0,0.0,False,,DL,False,ABQ,2010-01-02,2010-01-02 13:22:00
2010-01-02,1330.0,0.0,False,,XE,False,ABQ,2010-01-02,2010-01-02 13:30:00
2010-01-02,1350.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 13:50:00
2010-01-02,1355.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 13:55:00
2010-01-02,1400.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 14:00:00
2010-01-02,1410.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 14:10:00
2010-01-02,1410.0,0.0,False,,DL,False,ABQ,2010-01-02,2010-01-02 14:10:00
2010-01-02,1430.0,0.0,False,,AA,False,ABQ,2010-01-02,2010-01-02 14:30:00
2010-01-02,1435.0,0.0,False,,XE,False,ABQ,2010-01-02,2010-01-02 14:35:00
2010-01-02,1438.0,0.0,False,,US,False,ABQ,2010-01-02,2010-01-02 14:38:00
2010-01-02,1500.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 15:00:00
2010-01-02,1500.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 15:00:00
2010-01-02,1535.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 15:35:00
2010-01-02,1545.0,0.0,False,,AA,False,ABQ,2010-01-02,2010-01-02 15:45:00
2010-01-02,1550.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 15:50:00
2010-01-02,1550.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 15:50:00
2010-01-02,1555.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 15:55:00
2010-01-02,1605.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 16:05:00
2010-01-02,1612.0,0.0,False,,XE,False,ABQ,2010-01-02,2010-01-02 16:12:00
2010-01-02,1620.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 16:20:00
2010-01-02,1645.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 16:45:00
2010-01-02,1655.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 16:55:00
2010-01-02,1658.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 16:58:00
2010-01-02,1700.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 17:00:00
2010-01-02,1715.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 17:15:00
2010-01-02,1735.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 17:35:00
2010-01-02,1740.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 17:40:00
2010-01-02,1745.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 17:45:00
2010-01-02,1755.0,0.0,False,,AA,False,ABQ,2010-01-02,2010-01-02 17:55:00
2010-01-02,1810.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 18:10:00
2010-01-02,1810.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 18:10:00
2010-01-02,1830.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 18:30:00
2010-01-02,1845.0,0.0,False,,YV,False,ABQ,2010-01-02,2010-01-02 18:45:00
2010-01-02,1850.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 18:50:00
2010-01-02,1855.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 18:55:00
2010-01-02,1905.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 19:05:00
2010-01-02,1915.0,0.0,False,,XE,False,ABQ,2010-01-02,2010-01-02 19:15:00
2010-01-02,1935.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 19:35:00
2010-01-02,1940.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 19:40:00
2010-01-02,1945.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 19:45:00
2010-01-02,1950.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 19:50:00
2010-01-02,2015.0,0.0,False,,OO,False,ABQ,2010-01-02,2010-01-02 20:15:00
2010-01-02,2020.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 20:20:00
2010-01-02,2120.0,0.0,False,,WN,False,ABQ,2010-01-02,2010-01-02 21:20:00
2010-01-03,600.0,0.0,False,,AA,False,ABQ,2010-01-03,2010-01-03 06:00:00
2010-01-03,600.0,0.0,False,,OO,False,ABQ,2010-01-03,2010-01-03 06:00:00
2010-01-03,605.0,0.0,False,,OO,False,ABQ,2010-01-03,2010-01-03 06:05:00
2010-01-03,615.0,0.0,False,,DL,False,ABQ,2010-01-03,2010-01-03 06:15:00
2010-01-03,615.0,0.0,False,,YV,False,ABQ,2010-01-03,2010-01-03 06:15:00
2010-01-03,630.0,0.0,False,,XE,False,ABQ,2010-01-03,2010-01-03 06:30:00
2010-01-03,646.0,0.0,False,,UA,False,ABQ,2010-01-03,2010-01-03 06:46:00
2010-01-03,655.0,0.0,False,,WN,False,ABQ,2010-01-03,2010-01-03 06:55:00
2010-01-03,710.0,0.0,False,,AA,False,ABQ,2010-01-03,2010-01-03 07:10:00
2010-01-03,710.0,0.0,False,,WN,False,ABQ,2010-01-03,2010-01-03 07:10:00
2010-01-03,720.0,0.0,False,,WN,False,ABQ,2010-01-03,2010-01-03 07:20:00
2010-01-03,725.0,0.0,False,,WN,False,ABQ,2010-01-03,2010-01-03 07:25:00
2010-01-03,750.0,0.0,False,,WN,False,ABQ,2010-01-03,2010-01-03 07:50:00
2010-01-03,755.0,0.0,False,,WN,False,ABQ,2010-01-03,2010-01-03 07:55:00
2010-01-03,755.0,0.0,False,,WN,False,ABQ,2010-01-03,2010-01-03 07:55:00
2010-01-03,800.0,0.0,False,,MQ,False,ABQ,2010-01-03,2010-01-03 08:00:00
2010-01-03,805.0,0.0,False,,DL,False,ABQ,2010-01-03,2010-01-03 08:05:00
2010-01-03,805.0,0.0,False,,WN,False,ABQ,2010-01-03,2010-01-03 08:05:00
2010-01-03,810.0,0.0,False,,WN,False,ABQ,2010-01-03,2010-01-03 08:10:00
2010-01-03,820.0,0.0,False,,DL,False,ABQ,2010-01-03,2010-01-03 08:20:00
2010-01-03,830.0,0.0,False,,WN,False,ABQ,2010-01-03,2010-01-03 08:30:00
2010-01-03,830.0,0.0,False,,WN,False,ABQ,2010-01-03,2010-01-03 08:30:00
2010-01-03,840.0,0.0,False,,OO,False,ABQ,2010-01-03,2010-01-03 08:40:00
2010-01-03,840.0,0.0,False,,US,False,ABQ,2010-01-03,2010-01-03 08:40:00
